window_start,raw,diffed,high_raw_H96,high_diffed_H96,high_raw_H192,high_diffed_H192,high_raw_H336,high_diffed_H336,high_raw_H720,high_diffed_H720
56,0.26175119088630394,0.1032624168191239,False,True,False,True,False,True,False,True
57,0.261536880678075,0.10413614898175834,False,True,False,True,False,True,False,True
58,0.2614678282036823,0.10532263230474712,False,True,False,True,False,True,False,True
59,0.26089203081417156,0.1072748714677743,False,True,False,True,False,True,False,True
60,0.26092648819234227,0.11038273595172868,False,True,False,True,False,True,False,True
61,0.26030079686034735,0.11086828347749085,False,True,False,True,False,True,False,True
62,0.2599657982932692,0.11117560176154283,False,True,False,True,False,True,False,True
63,0.25955188288930386,0.11035769178005655,False,True,False,True,False,True,False,True
64,0.2593952628774467,0.10890987246225559,False,True,False,True,False,True,False,True
65,0.25905159533200167,0.10796659966873576,False,True,False,True,False,True,False,True
66,0.25883343381895046,0.10809434771309785,False,True,False,True,False,True,False,True
67,0.25883442963491576,0.10815539536668739,False,True,False,True,False,True,False,True
68,0.25859610637703945,0.10833139644186258,False,True,False,True,False,True,False,True
69,0.25823187750467874,0.1088058781604605,False,True,False,True,False,True,False,True
70,0.25816174309280765,0.10862843426268785,False,True,False,True,False,True,False,True
71,0.25825295116958397,0.10898103689486292,False,True,False,True,False,True,False,True
72,0.2584887033885074,0.10941922125364459,False,True,False,True,False,True,False,True
73,0.258510266655018,0.10983541335295291,False,True,False,True,False,True,False,True
74,0.25823442390306556,0.11005730150488588,False,True,False,True,False,True,False,True
75,0.2577987655626717,0.10979007369961659,False,True,False,True,False,True,False,True
76,0.257228823576949,0.11036381337128687,False,True,False,True,False,True,False,True
77,0.2575899297179277,0.11009089319834804,False,True,False,True,False,True,False,True
78,0.2577781217033448,0.11132379620460753,False,True,False,True,False,True,False,True
79,0.2581524179048779,0.11158171906027245,False,True,False,True,False,True,False,True
80,0.2583297486053241,0.11100734639870476,False,True,False,True,False,True,False,True
81,0.2581160990790839,0.11078884182050423,False,True,False,True,False,True,False,True
82,0.2573631052681115,0.11094269731275051,False,True,False,True,False,True,False,True
83,0.25590361833641684,0.11185567031422196,False,True,False,True,False,True,False,True
84,0.25471094436440167,0.11257841606731663,False,True,False,True,False,True,False,True
85,0.25378589212532504,0.11477338506504367,False,True,False,True,False,True,False,True
86,0.25369651294074763,0.11645076519490495,False,True,False,True,False,True,False,True
87,0.2531439916054624,0.11594619485848574,False,True,False,True,False,True,False,True
88,0.25313716128737046,0.11570107352566772,False,True,False,True,False,True,False,True
89,0.2532943815790011,0.11498530378536848,False,True,False,True,False,True,False,True
90,0.25408926061874865,0.11525287784731293,False,True,False,True,False,True,False,True
91,0.25549893712048116,0.11447011629765681,False,True,False,True,False,True,False,True
92,0.25693669947644926,0.11456367419715331,False,True,False,True,False,True,False,True
93,0.25818823107093886,0.11458621586387013,False,True,False,True,False,True,False,True
94,0.25888336468027073,0.11490648831936305,False,True,False,True,False,True,False,True
95,0.2595533901155636,0.1147206634589403,False,True,False,True,False,True,False,True
96,0.2597012219587281,0.1151423635476525,False,True,False,True,False,True,False,True
97,0.25833009902343057,0.11526979644088474,False,True,False,True,False,True,False,True
98,0.2573652938332741,0.11556060982160309,False,True,False,True,False,True,False,True
99,0.25676806415483755,0.11500613899968078,False,True,False,True,False,True,False,True
100,0.2558961844331928,0.11449745008774141,False,True,False,True,False,True,False,True
101,0.25459343782800026,0.11453710322879262,False,True,False,True,False,True,False,True
102,0.25335466533218703,0.11456382672017004,False,True,False,True,False,True,False,True
103,0.2521231928370418,0.11579237552227617,False,True,False,True,False,True,False,True
104,0.25185641141469106,0.11466024811596164,False,True,False,True,False,True,False,True
105,0.2510303197099527,0.11353791822381948,False,True,False,True,False,True,False,True
106,0.2501247179938713,0.11501102861006281,False,True,False,True,False,True,False,True
107,0.24839748870552428,0.11499629987862182,False,True,False,True,False,True,False,True
108,0.24669189411055178,0.11465829065725475,False,True,False,True,False,True,False,True
109,0.24411542933972785,0.11459357940369228,False,True,False,True,False,True,False,True
110,0.24166200857185233,0.11233880147424877,False,True,False,True,False,True,False,True
111,0.2409990151746094,0.11047882994303396,False,True,False,True,False,True,False,True
112,0.24130951405386275,0.10901622143114825,False,True,False,True,False,True,False,True
113,0.24142467379665675,0.10845604819492419,False,True,False,True,False,True,False,True
114,0.24170209842375195,0.10856970666775922,False,True,False,True,False,True,False,True
115,0.2416101100585856,0.10863994235949337,False,True,False,True,False,True,False,True
116,0.24111865292339404,0.1087528666428176,False,True,False,True,False,True,False,True
117,0.24061971189807269,0.10942353926177344,False,True,False,True,False,True,False,True
118,0.24100494249222595,0.10949579760592824,False,True,False,True,False,True,False,True
119,0.24088579609289104,0.10908608602573346,False,True,False,True,False,True,False,True
120,0.24071104687646075,0.10959014765097062,False,True,False,True,False,True,False,True
121,0.23991089388338935,0.10915785805125107,False,True,False,True,False,True,False,True
122,0.23940662474819988,0.10921242517449266,False,True,False,True,False,True,False,True
123,0.23908470838873064,0.10898459239401713,False,True,False,True,False,True,False,True
124,0.23951472029254997,0.10803404931632879,False,True,False,True,False,True,False,True
125,0.2399200897176671,0.10875166518653775,False,True,False,True,False,True,False,True
126,0.23944569663602167,0.10861364844851054,False,True,False,True,False,True,False,True
127,0.23909920431870432,0.10770922431659079,False,True,False,True,False,True,False,True
128,0.23932994192163198,0.10782118502785035,False,True,False,True,False,True,False,True
129,0.23930464048450525,0.10832990449617265,False,True,False,True,False,True,False,True
130,0.239299476944155,0.10852749356912295,False,True,False,True,False,True,False,True
131,0.23929003351502684,0.11091293131312889,False,True,False,True,False,True,False,True
132,0.23938338554614244,0.10946909099086193,False,True,False,True,False,True,False,True
133,0.23979493613950265,0.10943621487438866,False,True,False,True,False,True,False,True
134,0.24004176436472452,0.1096419129383426,False,True,False,True,False,True,False,True
135,0.24060859722446495,0.10862792496268835,False,True,False,True,False,True,False,True
136,0.24086526380305173,0.10735430449739039,False,True,False,True,False,True,False,True
137,0.2404316906255858,0.10724463302991168,False,True,False,True,False,True,False,True
138,0.24004149780482334,0.10724847681662804,False,True,False,True,False,True,False,True
139,0.23992864549368398,0.10750240615537507,False,True,False,True,False,True,False,True
140,0.24005056958698218,0.10765899264669627,False,True,False,True,False,True,False,True
141,0.24018256403161056,0.10735924773459495,False,True,False,True,False,True,False,True
142,0.2402225205695586,0.1073492510687309,False,True,False,True,False,True,False,True
143,0.23995403351825745,0.10746142865449537,False,True,False,True,False,True,False,True
144,0.2394271936958854,0.10737107838054855,False,True,False,True,False,True,False,True
145,0.23839388856057178,0.1071766089428331,False,True,False,True,False,True,False,True
146,0.23785836950075254,0.10858356420187847,False,True,False,True,False,True,False,True
147,0.23794631599155808,0.10681972073045558,False,True,False,True,False,True,False,True
148,0.2380518568780305,0.10741708598891118,False,True,False,True,False,True,False,True
149,0.2374802418743569,0.10617725507339706,False,True,False,True,False,True,False,True
150,0.23694360025859154,0.10404089757532564,False,True,False,True,False,True,False,True
151,0.23677098416112496,0.10369024948011948,False,True,False,True,False,True,False,True
152,0.23679172358848177,0.10163479621932985,False,True,False,True,False,True,False,True
153,0.23662326363846237,0.10070274506226314,False,True,False,True,False,True,False,True
154,0.2360524543247004,0.10261873039299038,False,True,False,True,False,True,False,True
155,0.23489749104209925,0.105424076316416,False,True,False,True,False,True,False,True
156,0.23361981075532987,0.10507575742722475,False,True,False,True,False,True,False,True
157,0.23131015456234724,0.10526468854680542,False,True,False,True,False,True,False,True
158,0.22933604835127794,0.10392062739143579,False,True,False,True,False,True,False,True
159,0.2286475521077273,0.10131852375781095,False,True,False,True,False,True,False,True
160,0.22777433525646565,0.09955706870939669,False,True,False,True,False,True,False,True
161,0.22796498138856847,0.09939955747834496,False,True,False,True,False,True,False,True
162,0.2268202211237905,0.09949481903192334,False,True,False,True,False,True,False,True
163,0.22578685743740717,0.09945844455700238,False,True,False,True,False,True,False,True
164,0.22567271842158126,0.09920067577682555,False,True,False,True,False,True,False,True
165,0.22573316507967012,0.09999181001349265,False,True,False,True,False,True,False,True
166,0.22619224351507955,0.10084104978581603,False,True,False,True,False,True,False,True
167,0.22621755361456844,0.10021793431956387,False,True,False,True,False,True,False,True
168,0.22570221614312286,0.09923404924315961,False,True,False,True,False,True,False,True
169,0.2250082685737735,0.10022718938728119,False,True,False,True,False,True,False,True
170,0.22461012404513628,0.10004482829546407,False,True,False,True,False,True,False,True
171,0.2245517380593051,0.0995569851491333,False,True,False,True,False,True,False,True
172,0.22483829465700256,0.09948245723125555,False,True,False,True,False,True,False,True
173,0.22488239284041428,0.09933957809477906,False,True,False,True,False,True,False,True
174,0.22378045734661242,0.09888988928722942,False,True,False,True,False,True,False,True
175,0.22302260870176452,0.09795042137480132,False,True,False,True,False,True,False,True
176,0.22260835323117348,0.09777691041428119,False,True,False,True,False,True,False,True
177,0.22234955549070573,0.09773096190665868,False,True,False,True,False,True,False,True
178,0.2220939975554649,0.09793850630113629,False,True,False,True,False,True,False,True
179,0.22198819172996906,0.09745749797391168,False,True,False,True,False,True,False,True
180,0.22222422227638386,0.09733957952061045,False,True,False,True,False,True,False,True
181,0.22240439879898635,0.09737058293170338,False,True,False,True,False,True,False,True
182,0.2225646312860553,0.09709112021434849,False,True,False,True,False,True,False,True
183,0.22261348954641216,0.09712338770411282,False,True,False,True,False,True,False,True
184,0.22261457392833736,0.0972489165309556,False,True,False,True,False,True,False,True
185,0.222627426173849,0.09709260069656638,False,True,False,True,False,True,False,True
186,0.22262758072882458,0.09705536028899331,False,True,False,True,False,True,False,True
187,0.2226291724245693,0.09684257612372116,False,True,False,True,False,True,False,True
188,0.22280612868914004,0.09683151370537943,False,True,False,True,False,True,False,True
189,0.22281080639594344,0.09677961631439767,False,True,False,True,False,True,False,True
190,0.22284402970753397,0.09669850756633558,False,True,False,True,False,True,False,True
191,0.22277237030137784,0.09719354534779094,False,True,False,True,False,True,False,True
192,0.2227694196650583,0.09746262673941058,False,True,False,True,False,True,False,True
193,0.22306323863359115,0.097720152798422,False,True,False,True,False,True,False,True
194,0.2234282343931122,0.09832963752004728,False,True,False,True,False,True,False,True
195,0.22320088079350475,0.09822408656919787,False,True,False,True,False,True,False,True
196,0.22288776153506398,0.097428056341339,False,True,False,True,False,True,False,True
197,0.2213824504340362,0.096698537317472,False,True,False,True,False,True,False,True
198,0.21865073338607402,0.09660241947770229,False,True,False,True,False,True,False,True
199,0.2160398244358856,0.09860847110435726,False,True,False,True,False,True,False,True
200,0.21420641752620156,0.09820699205270132,False,True,False,True,False,True,False,True
201,0.21179026923518446,0.09793738358995559,False,True,False,True,False,True,False,True
202,0.21047469037828723,0.09670182828516669,False,True,False,True,False,True,False,True
203,0.210509445553518,0.09508647521545345,False,True,False,True,False,True,False,True
204,0.21056905005575144,0.09572428171119073,False,True,False,True,False,True,False,True
205,0.210836063716838,0.09423653956792799,False,True,False,True,False,True,False,True
206,0.21048340950713976,0.0937663612008105,False,True,False,True,False,True,False,True
207,0.21017154696302434,0.09354125053516125,False,True,False,True,False,True,False,True
208,0.2098040732670809,0.09083739873129407,False,True,False,True,False,True,False,True
209,0.20943816552515387,0.09106298864151927,False,True,False,True,False,True,False,True
210,0.20932950834109568,0.09119171539946698,False,True,False,True,False,True,False,True
211,0.2092602738451064,0.09118173364689397,False,True,False,True,False,True,False,True
212,0.2093690884692921,0.09112834393320812,False,True,False,True,False,True,False,True
213,0.20928101238487265,0.0909546189003587,False,True,False,True,False,True,False,True
214,0.20917377629890524,0.09086226463789464,False,True,False,True,False,True,False,True
215,0.2090884253963725,0.09090784991274292,False,True,False,True,False,True,False,True
216,0.20919340582699766,0.09122774146135233,False,True,False,True,False,True,False,True
217,0.20933323068308088,0.09129780247733846,False,True,False,True,False,True,False,True
218,0.20929607487813326,0.09160845107571414,False,True,False,True,False,True,False,True
219,0.20887352884463195,0.09200515877737961,False,True,False,True,False,True,False,True
220,0.20840011022472354,0.0920740790364521,False,True,False,True,False,True,False,True
221,0.20901624086364587,0.09215522296916168,False,True,False,True,False,True,False,True
222,0.20879293134343224,0.09357930921531736,False,True,False,True,False,True,False,True
223,0.208639448510832,0.09253596611903177,False,True,False,True,False,True,False,True
224,0.20889643596590016,0.09220014126293224,False,True,False,True,False,True,False,True
225,0.20889516468496888,0.09187208994530989,False,True,False,True,False,True,False,True
226,0.20992529732794202,0.09248932174855429,False,True,False,True,False,True,False,True
227,0.21116406468365137,0.09236599848767353,False,True,False,True,False,True,False,True
228,0.2115170037252117,0.09193477681415066,False,True,False,True,False,True,False,True
229,0.21192221799890731,0.09215418338293942,False,True,False,True,False,True,False,True
230,0.21182827224915293,0.09054605822151876,False,True,False,True,False,True,False,True
231,0.21061328026651274,0.08807868464027825,False,True,False,True,False,True,False,True
232,0.2096741075924402,0.08563742051607466,False,True,False,True,False,True,False,False
233,0.20935044565046312,0.08594933086063769,False,True,False,True,False,True,False,True
234,0.20953731255911823,0.0860557100093934,False,True,False,True,False,True,False,True
235,0.2100225067211428,0.08541895848735584,False,True,False,True,False,True,False,False
236,0.21097148040290709,0.08504034647736143,False,True,False,True,False,True,False,False
237,0.21118420686817255,0.08544811866309278,False,True,False,True,False,True,False,False
238,0.21167551354979222,0.08523671139452585,False,True,False,True,False,True,False,False
239,0.2122429539504538,0.08501472163918103,False,True,False,True,False,True,False,False
240,0.2122529444363557,0.08494015305146897,False,True,False,True,False,True,False,False
241,0.21202940010601315,0.08386669456222674,False,True,False,True,False,True,False,False
242,0.21229479892923903,0.08486101949799037,False,True,False,True,False,True,False,False
243,0.21236393730835085,0.08535440964012794,False,True,False,True,False,True,False,False
244,0.21209983778123923,0.08526137279174002,False,True,False,True,False,True,False,False
245,0.21227098156945468,0.08457445701575488,False,True,False,True,False,True,False,False
246,0.21188603802810435,0.08407776888166427,False,True,False,True,False,True,False,False
247,0.2128732981305473,0.08279414882818267,False,True,False,True,False,True,False,False
248,0.21359056078163247,0.08314700134461887,False,True,False,True,False,True,False,False
249,0.21341420610498382,0.08359900940111012,False,True,False,True,False,True,False,False
250,0.21266461585716617,0.08390382433755314,False,True,False,True,False,True,False,False
251,0.212177141825762,0.08371169506489722,False,True,False,True,False,True,False,False
252,0.21155989634865432,0.08388561641679514,False,True,False,True,False,True,False,False
253,0.21095956516548386,0.08364098619021772,False,True,False,True,False,True,False,False
254,0.21014862382752536,0.08337714306473645,False,True,False,True,False,True,False,False
255,0.20949619537681777,0.08387335793716762,False,True,False,True,False,True,False,False
256,0.20929334103977812,0.08344038993011063,False,True,False,True,False,True,False,False
257,0.20946203227322627,0.08266099902306911,False,True,False,True,False,True,False,False
258,0.20993702658499003,0.08307415603496715,False,True,False,True,False,True,False,False
259,0.21021806485492256,0.08310677630886303,False,True,False,True,False,True,False,False
260,0.21039542607804357,0.08332665167070136,False,True,False,True,False,True,False,False
261,0.2108874922651815,0.08324554117106862,False,True,False,True,False,True,False,False
262,0.2112735920017373,0.08252834452820294,False,True,False,True,False,True,False,False
263,0.211491072099281,0.08324889764093392,False,True,False,True,False,True,False,False
264,0.21140745610412898,0.08335920787869325,False,True,False,True,False,True,False,False
265,0.2112418510068299,0.08351610065064843,False,True,False,True,False,True,False,False
266,0.21094633015349665,0.08222334131990194,False,True,False,True,False,False,False,False
267,0.21112839529848978,0.08115282773194732,False,True,False,True,False,False,False,False
268,0.21098020131762318,0.08105487259988917,False,True,False,True,False,False,False,False
269,0.21121567342040543,0.08099466533190214,False,True,False,True,False,False,False,False
270,0.21162655060924856,0.08116826297894594,False,True,False,True,False,False,False,False
271,0.21201478033546775,0.08003355303247744,False,False,False,False,False,False,False,False
272,0.2121849796294298,0.07919129981615435,False,False,False,False,False,False,False,False
273,0.21230994498679845,0.07974658448021776,False,False,False,False,False,False,False,False
274,0.2120972147752425,0.0800712141837316,False,False,False,False,False,False,False,False
275,0.2128207090885035,0.07970979457121254,False,False,False,False,False,False,False,False
276,0.21302090330444323,0.07919842777947786,False,False,False,False,False,False,False,False
277,0.21256614048982103,0.07896963934980772,False,False,False,False,False,False,False,False
278,0.21205519109305587,0.07853476927292471,False,False,False,False,False,False,False,False
279,0.2111520441960372,0.0774211135499416,False,False,False,False,False,False,False,False
280,0.21044443022320472,0.0774753014666973,False,False,False,False,False,False,False,False
281,0.2109767892496184,0.07762081277346136,False,False,False,False,False,False,False,False
282,0.21139989649514443,0.07816682866260595,False,False,False,False,False,False,False,False
283,0.21197270518454392,0.07797573093947226,False,False,False,False,False,False,False,False
284,0.21240829865683958,0.07804019964344693,False,False,False,False,False,False,False,False
285,0.21296315569116958,0.07729519880220917,False,False,False,False,False,False,False,False
286,0.2128810620532034,0.07691326717475426,False,False,False,False,False,False,False,False
287,0.21278276833266405,0.07756058859670918,False,False,False,False,False,False,False,False
288,0.21265489198049817,0.07721368501989251,False,False,False,False,False,False,False,False
289,0.21218814139703251,0.07728455808151088,False,False,False,False,False,False,False,False
290,0.21158089011281528,0.07636935356521461,False,False,False,False,False,False,False,False
291,0.2118798096565735,0.0757400621337854,False,False,False,False,False,False,False,False
292,0.21141384039876557,0.07564225641448687,False,False,False,False,False,False,False,False
293,0.21096116265431,0.07517036719002981,False,False,False,False,False,False,False,False
294,0.21091223958247357,0.07607634706815906,False,False,False,False,False,False,False,False
295,0.21075191577471364,0.07502292526962863,False,False,False,False,False,False,False,False
296,0.2110703947897246,0.0743042668843618,False,False,False,False,False,False,False,False
297,0.2116437089181946,0.07494947350044005,False,False,False,False,False,False,False,False
298,0.21349617388127395,0.07700417270382431,False,False,False,False,False,False,False,False
299,0.2181572630071606,0.07689186872370699,False,False,False,False,False,False,False,False
300,0.22367289956450934,0.07599789090455145,False,False,False,False,False,False,False,False
301,0.22928730984289195,0.07506179704854551,False,False,False,False,False,False,False,False
302,0.233246694025343,0.0758402936990565,False,False,False,False,False,False,False,False
303,0.23415833903459518,0.07590130271114517,False,False,False,False,False,False,False,False
304,0.2343541363694807,0.0743072338782014,False,False,False,False,False,False,False,False
305,0.2346430579414863,0.07402753693509852,False,False,False,False,False,False,False,False
306,0.23517703270888482,0.07436604552331952,False,False,False,False,False,False,False,False
307,0.23542384515987222,0.07457907813335607,False,False,False,False,False,False,False,False
308,0.23575942568909422,0.07490309438522712,False,False,False,False,False,False,False,False
309,0.2367166570365621,0.074778111973991,False,False,False,False,False,False,False,False
310,0.23752657319412146,0.07467451190489338,False,False,False,False,False,False,False,False
311,0.23818558581173346,0.07466469091841511,False,False,False,False,False,False,False,False
312,0.23859924917669934,0.07447811934319473,False,False,False,False,False,False,False,False
313,0.23880822938512336,0.07429922623032816,False,False,False,False,False,False,False,False
314,0.23844499638867983,0.07593070247082385,False,False,False,False,False,False,False,False
315,0.2384860009061641,0.07535221038678575,False,False,False,False,False,False,False,False
316,0.23800537905751748,0.07536730586281641,False,False,False,False,False,False,False,False
317,0.2350739188738916,0.07356756497244923,False,False,False,False,False,False,False,False
318,0.233051301116518,0.07384443859008416,False,False,False,False,False,False,False,False
319,0.2328906570265578,0.07475790862859122,False,False,False,False,False,False,False,False
320,0.23317669371918218,0.07276048257136994,False,False,False,False,False,False,False,False
321,0.23349218219353027,0.07436988949720232,False,False,False,False,False,False,False,False
322,0.23419791306281587,0.07615309822584128,False,False,False,False,False,False,False,False
323,0.23726339688009948,0.07507384763101521,False,False,False,False,False,False,False,False
324,0.24184087464723616,0.07460974512920661,False,False,False,False,False,False,False,False
325,0.24472462920248525,0.07460556549029419,False,False,False,False,False,False,False,False
326,0.24696817294586662,0.07415858397152982,False,False,False,False,False,False,False,False
327,0.24731709174140593,0.07486158067364994,False,False,False,False,False,False,False,False
328,0.24695155707219432,0.07486814200132491,False,False,False,False,False,False,False,False
329,0.24731576001147113,0.07462260727127783,False,False,False,False,False,False,False,False
330,0.2479285134579245,0.07467209213438857,False,False,False,False,False,False,False,False
331,0.2483997336491224,0.07462420230430256,False,False,False,False,False,False,False,False
332,0.24872722689641774,0.07475662424852245,False,False,False,False,False,False,False,False
333,0.2487321313590368,0.07409066842455461,False,False,False,False,False,False,False,False
334,0.24934074757438549,0.07416975667830204,False,False,False,False,False,False,False,False
335,0.24966914485709862,0.07404821727234323,False,False,False,False,False,False,False,False
336,0.2497041566619683,0.0741163593596795,False,False,False,False,False,False,False,False
337,0.24931373930062137,0.07438415509916163,False,False,False,False,False,False,False,False
338,0.24901262017935882,0.07426045408131622,False,False,False,False,False,False,False,False
339,0.24884448232806466,0.07432909737813745,False,False,False,False,False,False,False,False
340,0.24863366289609803,0.07428095159829982,False,False,False,False,False,False,False,False
341,0.2485901468381485,0.07433896571161704,False,False,False,False,False,False,False,False
342,0.24854085406524734,0.07420842038783941,False,False,False,False,False,False,False,False
343,0.24856473424555195,0.07545828653072839,False,False,False,False,False,False,False,False
344,0.24936612778453143,0.07357400127013422,False,False,False,False,False,False,False,False
345,0.25049783394777164,0.07354153900880774,False,False,False,False,False,False,False,False
346,0.25064802315538387,0.07447387879026428,False,False,False,False,False,False,False,False
347,0.25103825813932834,0.07421120520012486,False,False,False,False,False,False,False,False
348,0.25118598195394376,0.07373769128593241,False,False,False,False,False,False,False,False
349,0.2510072442667931,0.07376044727271998,False,False,False,False,False,False,False,False
350,0.2507134709629273,0.07377674856326724,False,False,False,False,False,False,False,False
351,0.25016429338730717,0.0745593776454311,False,False,False,False,False,False,False,False
352,0.24968083645166034,0.07267665929616483,False,False,False,False,False,False,False,False
353,0.2497312400342356,0.0724679348753517,False,False,False,False,False,False,False,False
354,0.24975919071373015,0.07244266630667273,False,False,False,False,False,False,False,False
355,0.24980273302840791,0.07240706500700712,False,False,False,False,False,False,False,False
356,0.250106258519381,0.07237157340961031,False,False,False,False,False,False,False,False
357,0.2507840005954113,0.0721221016242021,False,False,False,False,False,False,False,False
358,0.2517034043464789,0.07217762055153577,False,False,False,False,False,False,False,False
359,0.25256093276856384,0.07236767791535671,False,False,False,False,False,False,False,False
360,0.25298403942004183,0.07269334007025506,False,False,False,False,False,False,False,False
361,0.2532508741491305,0.07299038149475358,False,False,False,False,False,False,False,False
362,0.25325015473748164,0.07236392306070331,False,False,False,False,False,False,False,False
363,0.25281126890536365,0.07181128917675725,False,False,False,False,False,False,False,False
364,0.25241198288903416,0.07174451260294654,False,False,False,False,False,False,False,False
365,0.25193284072247313,0.0718080709131827,False,False,False,False,False,False,False,False
366,0.2512211174221051,0.07200806605734514,False,False,False,False,False,False,False,False
367,0.25077996883526565,0.07217927973353881,False,False,False,False,False,False,False,False
368,0.25092238509784676,0.07148707688752377,False,False,False,False,False,False,False,False
369,0.25088157784472837,0.07063319831865614,False,False,False,False,False,False,False,False
370,0.250907908919807,0.07042755856287031,False,False,False,False,False,False,False,False
371,0.2501756675847455,0.07015755891581199,False,False,False,False,False,False,False,False
372,0.24886204065716205,0.069975845463914,False,False,False,False,False,False,False,False
373,0.24759033021187826,0.06991336007949141,False,False,False,False,False,False,False,False
374,0.24624034676597537,0.0701315374486563,False,False,False,False,False,False,False,False
375,0.24457861065072753,0.0701175831082859,False,False,False,False,False,False,False,False
376,0.24428224606438054,0.07007682011844248,False,False,False,False,False,False,False,False
377,0.24484251752293412,0.06969894595297793,False,False,False,False,False,False,False,False
378,0.24547682564080867,0.06954543024976713,False,False,False,False,False,False,False,False
379,0.24608781776732788,0.06954298343448674,False,False,False,False,False,False,False,False
380,0.24697055909431911,0.06939110592685324,False,False,False,False,False,False,False,False
381,0.247904479460326,0.06871498333747869,False,False,False,False,False,False,False,False
382,0.24916137984223874,0.06879222325942966,False,False,False,False,False,False,False,False
383,0.2498657255328772,0.06861289361136083,False,False,False,False,False,False,False,False
384,0.2501630137964303,0.06853516223697856,False,False,False,False,False,False,False,False
